TranscriptID	Gene	fpkm_Mock_control	fpkm_METTL3_KD	lnFC	pval	adjp
ENST00000381480	DENND1C	1.41172	0.274385	-1.63803	3.8336e-08	2.62728e-07
ENST00000245907	C3	20.4646	45.7303	0.804064	0	0
ENST00000302850	INSR	0.700749	0.301637	-0.842925	3.57936e-06	1.96856e-05
ENST00000270328	ADAMTS10	1.74107	0.148855	-2.45928	0	0
ENST00000393912	ADAMTS10	0.817909	0.113273	-1.97695	7.40782e-09	5.42809e-08
ENST00000393916	ADAMTS10	0.683133	0.264866	-0.947465	0.000686289	0.00265949
ENST00000380947	AC008734.7	1.81346	0.263357	-1.92948	2.22045e-16	2.83036e-15
ENST00000380951	AC008734.7	1.65914	0.325249	-1.62947	7.14984e-13	7.25909e-12
ENST00000380941	MUC16	1.67686	0.285499	-1.77044	0	0
ENST00000380955	MUC16	0.516213	0.14818	-1.24809	7.10543e-15	8.29839e-14
ENST00000331986	MUC16	0.667008	0.0872414	-2.03412	0	0
ENST00000397910	MUC16	0.49509	0.095071	-1.65011	0	0
ENST00000397902	ZNF846	1.36522	0.615909	-0.795971	0.00358287	0.0120164
ENST00000264828	COL5A3	0.0781442	0.367329	1.5477	0.000119173	0.00052763
ENST00000253109	ANGPTL6	0	0.00391893	Inf	2.60769e-16	3.29253e-15
ENST00000160262	ICAM3	2.64709	5.91005	0.803192	1.3579e-06	7.83489e-06
ENST00000293743	SPC24	11.6661	4.84259	-0.879236	0	0
ENST00000380456	RGL3	2.73435	0.913835	-1.096	1.53187e-08	1.08897e-07
ENST00000393423	RGL3	1.9633	0.920593	-0.757362	0.000282045	0.00117383
ENST00000218758	ACP5	0.146643	3.11217	3.05508	4.50773e-09	3.36518e-08
ENST00000344980	ZNF433	0.210917	0.707586	1.21039	0.00344432	0.0115915
ENST00000391195	5S_rRNA	0	12.0756	Inf	3.61639e-10	2.97115e-09
ENST00000393337	AC012618.7	0.51826	0.160386	-1.17289	0.00328198	0.0110952
ENST00000397742	ZNF44	0.804275	0.224469	-1.2762	0.00082728	0.0031537
ENST00000355684	ZNF44	5.21538	14.5351	1.02495	0	0
ENST00000393273	DHPS	1.15828	3.39098	1.07419	0.000181259	0.00077971
ENST00000386967	SNORD41	113.543	0	-Inf	6.47869e-318	9.52623e-317
ENST00000264827	HOOK2	2.18867	0.651523	-1.21174	4.11105e-08	2.80782e-07
ENST00000316939	GADD45GIP1	37.0559	74.9105	0.703868	0	0
ENST00000269724	SAMD1	20.2663	8.47864	-0.871411	0	0
ENST00000263382	ASF1B	47.7121	12.1373	-1.36891	0	0
ENST00000393028	GIPC1	0.765454	3.67256	1.56818	1.67854e-07	1.07541e-06
ENST00000346057	EMR2	0.213597	0.541629	0.930488	0.000633987	0.00247247
ENST00000315576	EMR2	0.583487	0.155275	-1.32382	6.41718e-07	3.85564e-06
ENST00000411201	AC008764.9-1	0.461706	2.20279	1.56255	0.000505465	0.00200588
ENST00000409648	SLC35E1	23.9305	54.4007	0.821224	0	0
ENST00000335009	HICE1	12.552	6.27029	-0.694058	1.26196e-05	6.44333e-05
ENST00000252773	UNC13A	0.0464769	2.89695	4.13246	0	0
ENST00000222256	RAB3A	1.58412	3.49332	0.790825	0.000736844	0.00283718
ENST00000317018	ISYNA1	0.63777	1.68654	0.972455	0.00149727	0.00541539
ENST00000392395	ELL	0	0.272334	Inf	0.00380256	0.0126789
ENST00000247005	GDF1	0.777293	0.244769	-1.1555	0.000837356	0.00318797
ENST00000351079	COPE	3.783	12.0988	1.16259	1.2072e-09	9.49656e-09
ENST00000337018	SFRS14	0.682322	1.86177	1.00378	2.74126e-06	1.52688e-05
ENST00000354191	AC002126.1	2.26428	0.70463	-1.16734	9.299e-09	6.74875e-08
ENST00000407877	LPAR2	2.13963	0.492269	-1.46936	6.52461e-07	3.91539e-06
ENST00000366232	AC011458.7	0.244815	0	-Inf	6.0853e-32	8.06243e-31
ENST00000387154	AC008474.9-2	0.480845	0	-Inf	9.33458e-167	1.31505e-165
ENST00000392231	ZNF599	0	0.00905423	Inf	0.0144311	0.0416302
ENST00000379073	DMKN	0.198648	0	-Inf	0.00689262	0.0216053
ENST00000392207	DMKN	0	0.247928	Inf	0.00106408	0.00397288
ENST00000339686	DMKN	0.150212	0.779972	1.64721	0.000911432	0.0034441
ENST00000397428	C19orf46	0.156945	0.663361	1.44143	0.00278683	0.00955171
ENST00000392173	ZNF565	1.31963	2.6961	0.714454	0.00132476	0.00485076
ENST00000363309	Y_RNA	0	9.54006	Inf	8.28552e-38	1.10506e-36
ENST00000392172	ZFP14	0.246873	0.0924281	-0.982444	0.0104505	0.0313715
ENST00000309205	ZNF260	12.7172	5.75372	-0.79311	0	0
ENST00000334116	ZNF529	3.02937	1.23016	-0.90121	7.24754e-13	7.35319e-12
ENST00000396897	ZNF529	2.2596	4.84336	0.762419	7.43066e-05	0.00033897
ENST00000396896	ZNF461	0.206408	0.0193967	-2.36475	0.00918643	0.0279308
ENST00000366209	AC012309.8-2	0	0.0677285	Inf	8.31693e-65	1.13152e-63
ENST00000405332	RASGRP4	0	0.00397265	Inf	2.80501e-10	2.32666e-09
ENST00000390658	EID2	11.1575	4.98061	-0.806559	0	0
ENST00000326186	EID2	12.0864	5.10072	-0.862702	9.05366e-05	0.000407604
ENST00000388801	ZNF780B	1.36425	0.507428	-0.989008	0.00167325	0.00599332
ENST00000392041	ZNF780A	7.54604	3.46884	-0.777201	1.0459e-11	9.79483e-11
ENST00000221818	CNTD2	0	0.849295	Inf	5.3513e-08	3.60791e-07
ENST00000322354	SERTAD3	5.3104	1.80158	-1.081	1.90381e-08	1.3419e-07
ENST00000336034	DEDD2	3.99251	9.09219	0.822997	2.34587e-10	1.96096e-09
ENST00000327495	PSG3	0.414544	1.14054	1.01208	0.00417001	0.0137656
ENST00000406636	PSG8	0.161123	0.600398	1.31543	0.0148643	0.0427313
ENST00000406070	PSG1	0.215639	1.67101	2.04758	3.83443e-07	2.36481e-06
ENST00000403380	PSG1	0.263173	1.22671	1.53928	0.000208889	0.000889013
ENST00000244296	PSG1	0.063007	0.493423	2.05812	0.0113597	0.0337397
ENST00000404580	PSG5	0.223425	0.879835	1.37066	0.000843595	0.00320951
ENST00000405312	PSG4	7.48344	18.862	0.924454	0	0
ENST00000314735	PHLDB3	0.203815	0.976864	1.56713	0.00012901	0.000568329
ENST00000300811	ZNF428	0.930623	1.99728	0.763686	0.0124175	0.0364807
ENST00000340093	PLAUR	5.98484	18.1719	1.11065	0	0
ENST00000262888	KCNN4	6.14139	2.44883	-0.919441	3.92131e-13	4.08575e-12
ENST00000324394	ZNF404	0.172275	0.618831	1.27874	0.00850854	0.026104
ENST00000291182	ZNF235	2.63766	1.04073	-0.929966	2.93828e-08	2.03458e-07
ENST00000354340	ZFP112	4.4596	1.86651	-0.870989	9.99201e-15	1.15441e-13
ENST00000391942	ERCC2	6.36843	2.43382	-0.961891	0	0
ENST00000391944	ERCC2	4.48237	2.2346	-0.696087	2.04238e-06	1.15528e-05
ENST00000013807	ERCC1	1.80352	4.2618	0.85995	0.00031445	0.00129632
ENST00000245923	RTN2	3.10962	0.14167	-3.08876	4.66294e-15	5.51305e-14
ENST00000270223	DMWD	1.7469	4.01755	0.83283	5.49208e-06	2.94872e-05
ENST00000377735	DMWD	3.03807	1.28399	-0.861254	4.94937e-09	3.688e-08
ENST00000387437	SRP_euk_arch	0.431751	0	-Inf	4.30487e-33	5.71556e-32
ENST00000390179	AC008635.6-4	143.391	0	-Inf	4.57965e-33	6.07856e-32
ENST00000341983	BBC3	0.663472	1.98145	1.0941	0.00141837	0.00515711
ENST00000357055	AC011466.6	0.862931	0.382475	-0.813671	0.00331031	0.0111798
ENST00000377461	CARD8	0	0.0995225	Inf	0.000607357	0.00237682
ENST00000359009	CARD8	0.661675	0.25488	-0.953981	0.000246517	0.00103684
ENST00000222122	DBP	3.51639	1.54917	-0.819714	6.14161e-05	0.000283929
ENST00000263265	PLEKHA4	0.707073	0.296609	-0.86872	0.00565336	0.0181007
ENST00000355496	PLEKHA4	0.374499	0.818351	0.781701	0.0149195	0.0428593
ENST00000335875	SLC6A16	0.787517	0.181933	-1.46525	3.64792e-05	0.000174146
ENST00000358234	AC011450.4	1.60704	0.133915	-2.48495	1.8461e-07	1.1783e-06
ENST00000311227	TEAD2	4.75251	1.76513	-0.990447	9.0761e-11	7.88307e-10
ENST00000391853	NOSIP	2.68924	0.844491	-1.15828	0.000220392	0.000934358
ENST00000391832	AKT1S1	0.679618	2.53098	1.31483	3.41418e-06	1.88265e-05
ENST00000391835	AKT1S1	1.47123	0.680181	-0.771493	0.00038708	0.00156974
ENST00000316763	VRK3	8.25139	2.77776	-1.08874	0	0
ENST00000270620	FAM71E1	1.26635	0	-Inf	4.02042e-05	0.000190565
ENST00000391816	FAM71E1	1.5855	0.375131	-1.44138	0.000257138	0.0010777
ENST00000391812	C19orf48	1.63983	0.610192	-0.988571	0.00099311	0.0037259
ENST00000354232	ETFB	1.36491	0.434507	-1.14463	0.00284236	0.00972161
ENST00000309244	ETFB	56.9398	27.5971	-0.724284	0	0
ENST00000243644	ZNF350	1.02096	2.70842	0.975618	1.07646e-05	5.55153e-05
ENST00000243639	ZNF468	0.654096	1.37495	0.74292	0.000571413	0.00224875
ENST00000387675	AC011487.5-1	0	0.218982	Inf	0	0
ENST00000391754	LENG4	2.8709	1.28935	-0.80049	0.000138988	0.000609601
ENST00000333834	LENG9	0.932844	1.9023	0.712581	0.00650308	0.0204848
ENST00000376393	LENG3	1.48561	0.433762	-1.23108	2.42048e-06	1.3554e-05
ENST00000391720	C19orf51	0.10836	1.01425	2.23645	2.48362e-05	0.000121419
ENST00000376350	PTPRH	0.295692	0.94238	1.15909	7.62715e-05	0.000347286
ENST00000326529	COX6B2	0	0.368621	Inf	0.000160473	0.00069628
ENST00000326479	AC020922.9	0	0.164061	Inf	0.00731178	0.0227862
ENST00000264563	IL11	0.109355	0.453659	1.42275	0.00713555	0.022297
ENST00000391712	AC006116.1-1	0	0.0921466	Inf	3.00489e-25	3.95975e-24
ENST00000356584	ZNF772	0.0356514	0.17386	1.58446	0.002803	0.00960339
ENST00000254166	ZNF132	0.522445	0.102147	-1.63211	0.00027689	0.00115444
ENST00000391693	CHMP2A	11.2202	41.7675	1.31441	0	0
ENST00000407983	ACP1	1.08115	4.14544	1.34399	0.00042744	0.00172042
ENST00000403564	RPS7	0.796286	2.3963	1.10172	0.00808126	0.024932
ENST00000382040	RSAD2	0.33217	0.108074	-1.12283	0.00965144	0.0292036
ENST00000320892	RNF144A	0.1378	0.0225574	-1.80974	0.00562448	0.01802
ENST00000396290	ID2	38.6093	9.72993	-1.37829	0	0
ENST00000331129	ID2	13.0151	4.9609	-0.964524	7.21668e-06	3.81012e-05
ENST00000399109	IAH1	3.39811	1.20564	-1.03621	0.000355201	0.00145034
ENST00000404869	TAF1B	0	1.22041	Inf	0.00142765	0.00518785
ENST00000324907	GRHL1	1.17232	0.382338	-1.12044	9.33874e-06	4.85656e-05
ENST00000405379	GRHL1	0.730294	0.201704	-1.28665	6.17773e-05	0.000285359
ENST00000305883	KLF11	17.0526	7.11856	-0.873594	0	0
ENST00000360566	RRM2	82.5527	32.9018	-0.919909	0	0
ENST00000381786	C2orf48	0.925076	0.188289	-1.5919	0.000218606	0.00092759
ENST00000396098	LPIN1	1.83979	0.320489	-1.74756	3.76709e-07	2.32719e-06
ENST00000396099	LPIN1	2.10536	0	-Inf	1.6229e-16	2.11645e-15
ENST00000256720	LPIN1	16.0917	7.38373	-0.779026	0	0
ENST00000404113	LPIN1	0.0810171	1.60095	2.98369	0.000118694	0.000525615
ENST00000317402	GEN1	4.99508	2.21768	-0.811992	2.0326e-12	2.00857e-11
ENST00000406961	NCOA1	0.14384	0.510416	1.26652	2.41376e-05	0.000118187
ENST00000405141	NCOA1	0.12215	0.604218	1.59868	2.59817e-07	1.63463e-06
ENST00000407230	NCOA1	1.67605	0.625951	-0.984922	7.15627e-09	5.25162e-08
ENST00000401432	EFR3B	1.28119	0.0894847	-2.66147	1.40929e-11	1.30647e-10
ENST00000402191	EFR3B	0.344426	1.1587	1.21318	1.51986e-05	7.66507e-05
ENST00000410784	U2	1.01529	0	-Inf	0	0
ENST00000401533	FAM59B	0.603569	0.223867	-0.991809	0.000999611	0.00374742
ENST00000321326	TMEM214	1.80857	5.42824	1.09908	0.0115495	0.0342226
ENST00000260598	KHK	0.336987	0.913923	0.997702	0.00400348	0.0132795
ENST00000379717	ZNF512	1.73438	5.39465	1.13476	0.00742278	0.0230962
ENST00000379629	BRE	1.68011	0.298941	-1.72637	4.77253e-06	2.58381e-05
ENST00000334056	SPDYA	3.14282	1.20907	-0.955267	5.28896e-06	2.84626e-05
ENST00000379582	SPDYA	0.211943	1.64388	2.0485	0.000118008	0.000522685
ENST00000401605	CLIP4	0.248175	3.0548	2.51034	4.5921e-12	4.42177e-11
ENST00000401617	CLIP4	0	0.168544	Inf	0.00239758	0.00832378
ENST00000404424	CLIP4	0.127791	0	-Inf	0.0121398	0.0357794
ENST00000320081	CLIP4	8.06655	3.90593	-0.725229	0	0
ENST00000379543	CLIP4	0.656285	3.90695	1.78392	0	0
ENST00000261353	YPEL5	22.9617	3.86279	-1.78244	3.32845e-13	3.48865e-12
ENST00000398848	AC104698.2	0.0300928	0.309095	2.32936	0.000414632	0.00167208
ENST00000359433	LCLAT1	0	0.685515	Inf	0.0100153	0.0301904
ENST00000309052	LCLAT1	0.334271	0.704443	0.745455	0.00387189	0.0128896
ENST00000404816	LTBP1	0.36794	0.0856091	-1.45813	8.04379e-05	0.000364861
ENST00000354476	LTBP1	0.38396	0.0855677	-1.50123	5.44917e-05	0.000253755
ENST00000406478	AC017050.2	14.2274	35.6288	0.917985	0.00663297	0.0208552
ENST00000402257	VIT	8.17565	0.108421	-4.32289	1.73417e-13	1.85201e-12
ENST00000379242	VIT	4.85463	0.108095	-3.80468	0	0
ENST00000401530	VIT	1.5414	0.00212948	-6.58456	0	0
ENST00000281932	CCDC75	5.41718	2.47832	-0.781994	0.000789668	0.00302182
ENST00000379184	CCDC75	14.6031	0.895976	-2.79108	0	0
ENST00000410014	MORN2	2.4232	4.96323	0.716967	0.0115804	0.0343052
ENST00000318522	EML4	13.7064	2.96407	-1.5313	0	0
ENST00000404662	EML4	0.960231	0.433001	-0.796434	0.000956091	0.00359958
ENST00000405592	MTA3	0.484336	0.114771	-1.43984	6.80808e-05	0.000312543
ENST00000406652	MTA3	0.269974	0	-Inf	2.07912e-05	0.000102727
ENST00000407270	MTA3	1.83387	0.144743	-2.53922	0.0089321	0.027229
ENST00000378587	DYNC2LI1	2.48736	0.801281	-1.13276	0.000114501	0.00050812
ENST00000282412	PPM1B	3.53816	0.651028	-1.69281	0	0
ENST00000409740	SLC3A1	0.590098	0	-Inf	0.000813044	0.00310346
ENST00000306156	PRKCE	1.36678	3.65313	0.983126	1.55431e-15	1.89097e-14
ENST00000263734	EPAS1	17.0882	100.557	1.77233	0	0
ENST00000406134	MSH2	0.388211	0.0684412	-1.73557	0.0160296	0.0456671
ENST00000378239	C2orf30	40.0462	10.1914	-1.36849	0	0
ENST00000405123	C2orf30	18.8177	6.39632	-1.07908	0	0
ENST00000185150	C2orf30	41.8419	15.0587	-1.02194	0	0
ENST00000394539	VRK2	1.88721	5.8764	1.13584	1.61321e-07	1.03641e-06
ENST00000340221	AC007250.2	36.2002	78.5738	0.774972	0	0
ENST00000295025	REL	0.221935	0.579819	0.960329	0.0158707	0.0452759
ENST00000403692	AHSA2	8.90481	4.31111	-0.725395	0	0
ENST00000394457	AHSA2	14.5377	6.60003	-0.789667	0	0
ENST00000389584	AHSA2	18.8603	6.89026	-1.00695	0	0
ENST00000410073	AHSA2	22.9623	9.99397	-0.831871	3.471e-06	1.91231e-05
ENST00000340715	B3GNT1	4.88509	1.71918	-1.04434	1.16795e-13	1.26293e-12
ENST00000386404	AC074367.6-1	0	0.680059	Inf	2.10317e-29	2.77897e-28
ENST00000409183	AFTPH	1.31032	3.77713	1.05869	0.000500235	0.00198745
ENST00000386273	AC007386.3-3	8.68535	0	-Inf	7.9332e-270	1.15378e-268
ENST00000260569	CEP68	1.1898	0.0249112	-3.86622	8.08718e-11	7.04776e-10
ENST00000409829	ANTXR1	11.8251	48.1854	1.40484	0	0
ENST00000394317	ANTXR1	1.70032	45.9519	3.29678	0	0
ENST00000386250	AC114772.5-1	0	25.3757	Inf	0	0
ENST00000409920	ANXA4	1.89111	0.618071	-1.11832	0.00040686	0.00164314
ENST00000244227	SNRNP27	13.9776	37.6271	0.990267	0	0
ENST00000377802	ZNF638	0	0.231438	Inf	0.0125575	0.0368109
ENST00000377715	ALMS1	0	0.171788	Inf	7.66914e-08	5.11195e-07
ENST00000345517	ACTG2	0.288108	10.9687	3.63946	5.08704e-13	5.23475e-12
ENST00000347161	DGUOK	15.4038	34.5702	0.808376	6.66134e-16	8.2896e-15
ENST00000233623	TTC31	5.14625	2.4205	-0.754296	4.0947e-11	3.64118e-10
ENST00000290573	HK2	1.35474	3.09852	0.827318	4.41869e-14	4.89579e-13
ENST00000409174	HK2	7.52833	19.9959	0.976855	0	0
ENST00000377469	AC104135.5	2.62073	0.707639	-1.30927	2.9754e-14	3.32678e-13
ENST00000384478	Y_RNA	0	7.31617	Inf	0.000846365	0.00321893
ENST00000409760	VAMP8	4.2024	1.93057	-0.777842	0.00523126	0.0168657
ENST00000409901	USP39	1.82535	4.82087	0.971181	3.29357e-07	2.04874e-06
ENST00000409025	USP39	2.23966	1.02209	-0.784477	0.000544319	0.00214961
ENST00000306279	ATOH8	14.9949	4.52773	-1.19749	0	0
ENST00000254644	MRPL35	0.703901	2.33883	1.20077	0.00192027	0.00679796
ENST00000337109	MRPL35	18.5459	7.94554	-0.847636	0	0
ENST00000398193	RGPD1	0.24094	1.4343	1.78389	2.0961e-13	2.22612e-12
ENST00000339317	RGPD1	1.39466	0.248921	-1.72327	0	0
ENST00000409139	AC133644.1	8.11663	18.7749	0.838606	5.5109e-05	0.000256359
ENST00000386014	AC093616.5	6143.96	25778.8	1.43408	0.00271034	0.00930621
ENST00000402102	THNSL2	1.10022	0.120451	-2.21202	0.000231856	0.000979661
ENST00000324166	THNSL2	1.53743	0.529496	-1.06594	4.14973e-07	2.55069e-06
ENST00000295225	KCNIP3	0	0.380972	Inf	1.26336e-06	7.32494e-06
ENST00000360990	KCNIP3	0.228692	0.590899	0.94927	0.0127581	0.0372949
ENST00000377181	KCNIP3	3.4247	0.769488	-1.49304	3.10862e-15	3.70922e-14
ENST00000393525	AC099646.6-2	1.55262	0.507118	-1.11895	2.4896e-05	0.000121684
ENST00000074304	INPP4A	0.370776	0.984462	0.976497	0.000992998	0.00372579
ENST00000376935	INPP4A	0.124736	0	-Inf	0.00622557	0.0197206
ENST00000409975	UNC50	1.01034	2.42192	0.874274	0.000176062	0.000759059
ENST00000393477	LIPT1	0.955095	0	-Inf	4.14641e-05	0.000196242
ENST00000409028	RPL31	17.4425	5.76256	-1.10753	0	0
ENST00000409929	IL1R1	0.0673157	0.917831	2.61262	0.00414319	0.0136863
ENST00000409589	IL1R1	0.251581	0.762586	1.10895	0.000718546	0.00277424
ENST00000233946	IL1R1	0.723992	2.60503	1.28042	5.57332e-13	5.71778e-12
ENST00000410040	IL18R1	0	0.00118935	Inf	0.000457337	0.00182906
ENST00000408999	RGPD4	0.920046	0.395281	-0.844828	4.76217e-05	0.00022325
ENST00000393321	GCC2	1.6882	0.655862	-0.945465	1.92246e-12	1.90315e-11
ENST00000409441	LIMS1	0.402376	0	-Inf	0.00174853	0.00623608
ENST00000409491	RANBP2	1.5473	3.98896	0.947017	2.59364e-09	1.98088e-08
ENST00000356454	ANKRD57	7.67861	19.0657	0.909453	0	0
ENST00000409903	FBLN7	2.78143	0.102953	-3.29645	2.75926e-11	2.49443e-10
ENST00000409450	FBLN7	1.00085	0.0828016	-2.49215	0.000445411	0.00178606
ENST00000272559	FBLN7	4.3995	0.136523	-3.47275	4.74465e-12	4.56367e-11
ENST00000409871	ZC3H6	0.807179	0.346143	-0.846694	8.3617e-09	6.09159e-08
ENST00000343936	ZC3H6	0.82446	0.345677	-0.869223	2.94176e-09	2.23476e-08
ENST00000245796	PSD4	1.27082	0.468398	-0.998099	1.85169e-07	1.18135e-06
ENST00000409656	PSD4	0.340817	0.0662955	-1.63722	0.00853227	0.0261567
ENST00000393165	RABL2A	0.314082	0	-Inf	0.011462	0.0340071
ENST00000393166	RABL2A	0.635373	0	-Inf	0.00207388	0.00729076
ENST00000393107	STEAP3	1.35813	6.67076	1.59163	0	0
ENST00000393106	STEAP3	0.427395	1.02803	0.877696	0.000691988	0.00267875
ENST00000306406	TMEM37	2.96902	1.00904	-1.07924	3.32224e-06	1.83425e-05
ENST00000272521	TMEM177	0.719599	1.93824	0.990842	0.00270458	0.00928861
ENST00000385806	AC092455.4-1	0.659024	2.43731	1.30789	0	0
ENST00000263713	EPB41L5	0.791348	1.6736	0.748992	1.26678e-06	7.3438e-06
ENST00000404963	RALB	5.31946	1.77974	-1.0949	1.24345e-14	1.4265e-13
ENST00000376224	RALB	7.25338	14.7288	0.70834	1.11022e-14	1.27933e-13
ENST00000363380	U6	16.9579	0	-Inf	0	0
ENST00000272644	GPR17	0.000707698	0.2747	5.96142	0	0
ENST00000409649	IMP4	4.87703	10.9467	0.808497	0.000327277	0.00134442
ENST00000259239	IMP4	8.5506	18.327	0.762372	4.03926e-08	2.76221e-07
ENST00000409022	PTPN18	3.97407	1.37816	-1.05904	1.65171e-09	1.28511e-08
ENST00000264160	R3HDM1	0.722436	2.27024	1.14501	0.00410429	0.013569
ENST00000410054	R3HDM1	0.257533	0.640647	0.91133	0.00253213	0.00874749
ENST00000280096	HNMT	1.77886	5.04607	1.04264	0.000883618	0.00334992
ENST00000280097	HNMT	4.54294	2.19574	-0.727056	6.62865e-11	5.80656e-10
ENST00000408242	AC013444.8	34.1372	0	-Inf	0	0
ENST00000404807	MBD5	0.611969	0.238473	-0.942425	0.000178822	0.000770054
ENST00000409654	EPC2	0.58125	2.76177	1.55845	1.12708e-06	6.58069e-06
ENST00000409381	LYPD6	1.32685	0.213632	-1.82631	2.62041e-10	2.18135e-09
ENST00000409430	FMNL2	8.348	17.1583	0.72046	0	0
ENST00000288670	FMNL2	3.73639	7.93399	0.753035	3.76366e-13	3.92985e-12
ENST00000392825	GALNT13	4.71403	1.24168	-1.33408	0	0
ENST00000409237	GALNT13	3.91418	1.02829	-1.33671	5.9952e-15	7.0316e-14
ENST00000409861	GPD2	0	0.186949	Inf	0.000517083	0.0020494
ENST00000259056	GALNT5	3.68407	1.22604	-1.10023	3.9968e-15	4.74202e-14
ENST00000389756	PK4P	0.439075	2.11138	1.57043	3.02593e-06	1.67801e-05
ENST00000309950	DAPL1	2.39224	0.164143	-2.67925	0.0133646	0.0388716
ENST00000402568	TANK	9.22753	3.60577	-0.939655	4.69415e-07	2.86613e-06
ENST00000406287	TANK	16.7417	6.78918	-0.902571	1.23319e-11	1.14854e-10
ENST00000403609	TANK	3.18214	16.1034	1.62148	9.60109e-09	6.96111e-08
ENST00000385479	AC019181.4-1	43.6849	0	-Inf	1.73593e-186	2.4621e-185
ENST00000357546	DHRS9	0.0415746	0.51027	2.50745	0.00112531	0.00418024
ENST00000359744	PHOSPHO2	5.78856	2.23736	-0.950587	2.90618e-06	1.61384e-05
ENST00000409333	SSB	0.671584	2.40503	1.27568	1.49261e-05	7.5423e-05
ENST00000385470	AC009967.8-2	0	65.5946	Inf	0	0
ENST00000392632	UBR3	3.03053	1.06709	-1.0438	2.22045e-16	2.83775e-15
ENST00000375272	GAD1	1.84808	4.06848	0.789122	0.00089171	0.00337798
ENST00000409484	CYBRD1	15.5119	5.60764	-1.01748	0	0
ENST00000321348	CYBRD1	28.7848	8.75101	-1.19068	0	0
ENST00000375252	CYBRD1	10.6195	3.07612	-1.23902	0	0
ENST00000263811	DYNC1I2	0.232347	1.21192	1.65173	7.4289e-06	3.917e-05
ENST00000397119	DYNC1I2	0	1.30204	Inf	1.36982e-16	1.78799e-15
ENST00000410079	DYNC1I2	0	0.99494	Inf	6.88712e-13	7.00203e-12
ENST00000409524	DYNC1I2	0.741918	4.84185	1.87581	6.52811e-14	7.16807e-13
ENST00000392582	AC015976.3	4.55254	1.98905	-0.828029	8.82711e-08	5.84489e-07
ENST00000361725	DLX1	0.573576	0.221964	-0.949377	0.0101459	0.0305381
ENST00000341900	DLX1	0.442811	0.0988784	-1.49925	0.00614485	0.0195099
ENST00000410055	PDK1	2.25226	0.465785	-1.57597	4.05409e-12	3.91655e-11
ENST00000409036	RAPGEF4	0.000584522	0.000174983	-1.20611	1.32027e-05	6.71535e-05
ENST00000397085	RAPGEF4	0.00113411	0.0114777	2.31456	2.22045e-16	2.86938e-15
ENST00000347703	CDCA7	14.1737	6.33019	-0.80606	0.00094781	0.00357054
ENST00000392567	CDCA7	13.4692	5.61354	-0.875226	0.000616062	0.00240896
ENST00000249504	HOXD11	0.796771	0.21714	-1.30002	0.0067235	0.0211217
ENST00000249501	HOXD10	1.7527	0.447776	-1.36462	1.03923e-05	5.37022e-05
ENST00000410016	HOXD3	0.733091	0.321135	-0.82541	0.0163054	0.0463661
ENST00000249440	HOXD3	0.811979	0.27983	-1.06529	0.00258744	0.00892315
ENST00000409847	HOXD1	0	0.0242715	Inf	0	0
ENST00000359685	OSBPL6	0.823595	0.121417	-1.91444	3.05367e-07	1.90624e-06
ENST00000375133	OSBPL6	0.174432	0	-Inf	0.0132985	0.0387075
ENST00000234453	PLEKHA3	16.7079	7.89647	-0.749467	0	0
ENST00000392417	AC092642.2	1.18555	8.32093	1.94856	5.31392e-05	0.000247902
ENST00000410114	UBE2E3	18.0858	7.5596	-0.872308	1.23257e-12	1.23518e-11
ENST00000392415	UBE2E3	24.9424	9.09816	-1.0085	0	0
ENST00000410062	UBE2E3	1.76546	8.48217	1.56956	1.79856e-14	2.04048e-13
ENST00000409247	UBE2E3	1.17107	0.158225	-2.00166	6.23785e-05	0.000288016
ENST00000261006	SSFA2	78.0548	27.8332	-1.03118	0	0
ENST00000409136	SSFA2	7.35189	2.57513	-1.04906	0	0
ENST00000374930	NUP35	1.5144	3.75204	0.90728	0.000167224	0.000723787
ENST00000326147	FSIP2	0.300612	0.0702683	-1.4535	0.00104039	0.00389067
ENST00000344648	AC008174.2-1	0.309231	0.0199217	-2.74228	0.00106456	0.00397399
ENST00000397005	AC008174.2-1	0.229273	0.0207441	-2.40265	0.0104682	0.0314161
ENST00000343098	AC008174.2-2	0.15554	0.0335647	-1.53343	0.00720779	0.022486
ENST00000304698	FAM171B	0.774143	2.22521	1.05585	2.4891e-07	1.56735e-06
ENST00000304636	COL3A1	14.693	5.46153	-0.989642	0	0
ENST00000317840	COL3A1	11.5467	3.60876	-1.16304	0	0
ENST00000281412	ANKAR	0.276104	0.618258	0.806129	0.0104877	0.0314596
ENST00000313581	ANKAR	0.136795	0	-Inf	0.00225349	0.00787132
ENST00000374826	PMS1	0	0.610922	Inf	0.00269454	0.00925702
ENST00000409823	PMS1	2.4645	1.03004	-0.872396	1.38095e-06	7.95748e-06
ENST00000392329	INPP1	0.211318	0.729427	1.2389	0.00458992	0.0150078
ENST00000281416	MFSD6	6.37404	13.2757	0.733699	0	0
ENST00000409581	NAB1	5.5883	2.4816	-0.81177	8.32912e-11	7.25287e-10
ENST00000357215	NAB1	2.98905	0.875834	-1.22753	0	0
ENST00000272831	CCDC150	2.06234	0.766609	-0.989618	3.64073e-08	2.50093e-07
ENST00000272832	CCDC150	1.79114	0.874928	-0.716469	0.000845011	0.00321434
ENST00000365564	SNORA4	0	4.20428	Inf	0	0
